_best_bound,_dettime,_linear_nonzeros,_miprelgap,_n_iterations,_n_nodes_processed,_ncolumns,_problem_type,_quality_metrics,_solve_status,_solve_status_code,_time,binary_variables,constraints,cuts_BQP,cuts_GUB_cover,cuts_MIR,cuts_RLT,cuts_benders,cuts_clique,cuts_cover,cuts_disjunctive,cuts_flow_cover,cuts_flow_path,cuts_fractional,cuts_implied_bound,cuts_lift_and_project,cuts_local_implied_bound,cuts_multi_commodity_flow,cuts_solution_pool,cuts_table,cuts_user,cuts_zero_half,integer_variables,linear_relaxation,name,objective_value
95.0,1552.1043043136597,126316,0.0,3150,0,4370,MILP,{},integer optimal solution,101,1.7074639797210693,4324,25533,0,0,44,0,0,35,94,0,3,0,33,0,0,0,0,0,0,0,42,46,66.58333333333334,dr_bf_m:15n-46m-NSF_30_3_60_0.5,95.0
132.0,2365.3759870529175,141582,0.0,4859,0,6574,MILP,{},integer optimal solution,101,2.4677340984344482,6538,28381,0,0,56,0,0,202,493,0,1,0,72,0,0,0,0,0,0,0,213,36,75.41666666666667,dr_bf_m:28n-82m-EURO28_10_1_58_0.5,132.0
32.0,904.1372890472412,2958,0.0,75747,3205,432,MILP,{},integer optimal solution,101,1.0129280090332031,216,702,0,0,88,0,0,0,22,0,115,10,14,6,10,0,41,0,0,0,52,216,8.341666666666667,dr_bf_f:21n-70m-SpanishTelefonica_100_30_22_0.2,32.0
43.0,1206.7237310409546,233430,0.0,135,0,4050,MILP,{},integer optimal solution,101,1.745305061340332,2430,47625,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,1620,43.0,dr_bf_f:11n-52m-Pan-European-COST239_10_3_30_1.0,43.0
12.0,10.455854415893555,1260,0.0,113,0,282,MILP,{},integer optimal solution,101,0.017213106155395508,276,243,0,0,3,0,0,12,10,0,0,0,6,0,0,0,13,0,0,0,7,6,5.0,dr_bf_m:6n-9m-n6s9_100_50_12_0.2,12.0
nan,113084.67520809174,216779,nan,0,0,2450,MILP,{},"time limit exceeded, no integer solution",108,60.00318694114685,2400,43575,,,,,,,,,,,,,,,,,,,,50,25.0,dr_bf_c:21n-72m-Italian_10_1_68_0.5,
27.0,12482.46495628357,46423,0.0,28863,3615,996,MILP,{},integer optimal solution,101,6.207073926925659,972,9342,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,704,11,24,12.0,dr_bf_c:21n-70m-SpanishTelefonica_100_50_12_1.0,27.0
142.0,24278.584626197815,200496,0.0,51026,1501,3936,MILP,{},integer optimal solution,101,49.322214126586914,,41124,0,8,553,0,0,0,136,0,532,6,88,15,37,0,0,0,0,0,282,,68.91666666666666,dr_ob_f:21n-70m-SpanishTelefonica_100_10_66_0.5,142.0
58.0,80759.58858203888,162321,0.0,83661,7039,2046,MILP,{},integer optimal solution,101,43.04676914215088,2002,32637,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1750,9,44,22.0,dr_bf_c:21n-70m-SpanishTelefonica_10_3_22_1.0,58.0
17.568115942028967,105611.64417743683,6763,0.6917874396123131,398725,20829,468,MILP,{},time limit exceeded,107,60.00237703323364,460,1362,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,9920,8,8,4.0,dr_bf_c:30n-112m-Spain_10_3_24_0.2,57.0
85.0,3202.9287366867065,326700,0.0,339,0,5820,MILP,{},integer optimal solution,101,3.220637083053589,4620,67050,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1200,85.0,dr_bf_f:6n-9m-n6s9_30_3_60_1.0,85.0
104.0,2284.991578102112,78716,0.0,9882,0,7250,MILP,{},integer optimal solution,101,3.532133102416992,7224,14468,0,0,105,0,0,360,630,0,4,0,35,4,0,0,0,0,0,0,249,26,34.101190476190474,dr_bf_m:19n-76m-EON19_30_3_80_0.2,104.0
56.0,839.072117805481,173206,0.0,199,0,3674,MILP,{},integer optimal solution,101,0.8453021049499512,3630,35585,0,0,1,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,5,44,56.0,dr_bf_m:21n-72m-Italian_100_30_22_1.0,56.0
27.0,99.83898162841797,7146,0.0,1284,0,1812,MILP,{},integer optimal solution,101,0.11805605888366699,1806,1119,0,0,11,0,0,59,74,0,1,0,13,0,1,0,41,0,0,0,35,6,6.95,dr_bf_m:21n-72m-Italian_100_30_22_0.2,27.0
181.0,25268.528052330017,2135566,0.0,716,0,17094,MILP,{},integer optimal solution,101,35.79686784744263,11174,431531,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5920,181.0,dr_bf_f:21n-78m-UKNet_100_10_74_1.0,181.0
nan,112801.22992134094,181186,nan,0,0,2268,MILP,{},"time limit exceeded, no integer solution",108,60.002800941467285,2226,36393,,,,,,,,,,,,,,,,,,,,42,21.0,dr_bf_c:24n-86m-UBN24_10_1_70_0.5,
42.371428571428574,105144.50824642181,34289,0.6347290640388618,361780,21382,814,MILP,{},time limit exceeded,107,60.00519299507141,792,6908,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,9296,7,22,11.0,dr_bf_c:20n-62m-ARPANet_30_3_62_0.2,116.0
27.0,176.22970581054688,36100,0.0,78,0,1140,MILP,{},integer optimal solution,101,0.17036008834838867,740,7550,0,0,2,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,4,400,27.0,dr_bf_f:6n-9m-n6s9_30_9_20_1.0,27.0
54.0,424.2934684753418,74070,0.0,162,0,1998,MILP,{},integer optimal solution,101,0.48090600967407227,1962,15381,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,36,54.0,dr_bf_m:16n-46m-EURO_30_9_18_1.0,54.0
34.0,263.2398281097412,14440,0.0,381,47,808,MILP,{},integer optimal solution,101,0.33791089057922363,424,3100,0,0,4,0,0,0,0,0,2,0,8,6,1,0,0,0,0,0,4,384,22.333333333333332,dr_bf_f:14n-46m-Generic-Deutsche-Telekom-DT_10_3_20_0.5,34.0
80.0,4679.902882575989,27828,0.0,121644,5101,1350,MILP,{},integer optimal solution,101,7.386297941207886,702,5913,0,0,138,0,0,0,65,0,233,12,52,10,2,0,0,0,0,0,116,648,25.37777777777778,dr_bf_f:21n-70m-SpanishTelefonica_30_3_66_0.2,80.0
93.0,12945.06652545929,239796,0.0,69065,3007,1746,MILP,{},integer optimal solution,101,21.52189588546753,,60291,0,3,223,0,0,15,116,0,258,11,48,18,19,0,0,0,0,0,74,,32.083333333333336,nls_f:28n-82m-EURO28_10_1_58_0.2,93.0
132.99999999999645,26762.19361972809,188328,0.0,75507,1530,4074,MILP,{},integer optimal solution,101,44.139456033706665,2226,38682,0,2,353,0,0,0,86,0,291,2,28,3,25,0,0,0,0,0,101,1848,61.25,dr_bf_f:24n-86m-UBN24_10_1_70_0.5,132.99999999999744
12.0,4.162273406982422,774,0.0,38,0,120,MILP,{},integer optimal solution,101,0.007736921310424805,60,189,0,0,3,0,0,0,12,0,6,0,12,4,0,0,12,0,0,0,3,60,3.4000000000000004,dr_bf_f:6n-9m-n6s9_30_15_12_0.2,12.0
18.0,55.19958019256592,5184,0.0,583,0,1078,MILP,{},integer optimal solution,101,0.05952882766723633,1072,1027,0,0,1,0,0,18,29,0,0,0,11,0,0,0,11,0,0,0,7,6,9.5,dr_bf_m:28n-82m-EURO28_10_5_10_0.5,18.0
129.3843603405296,22656.707927703857,1011888,0.019815451965669757,10485,141,3150,MILP,{},time limit exceeded,107,60.120948791503906,,253746,0,2,124,0,0,13,53,0,169,14,56,23,3,0,0,0,0,0,234,,69.41666666666666,ds_acc_f:28n-82m-EURO28_10_1_58_0.5,132.0
56.0,561.8402090072632,131742,0.0,195,0,3294,MILP,{},integer optimal solution,101,0.6185829639434814,1782,27261,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,1512,56.0,dr_bf_f:28n-82m-EURO28_10_3_18_1.0,56.0
nan,87015.45055866241,2961151,nan,0,0,1830,MILP,{},"time limit exceeded, no integer solution",108,60.06475591659546,,738963,,,,,,,,,,,,,,,,,,,,,10.0,ds_bf_c:28n-82m-EURO28_100_10_58_0.2,
78.34228186876562,20285.76829624176,609444,0.02072147664040379,77723,1793,2070,MILP,{},time limit exceeded,107,60.037405014038086,,152820,0,0,78,0,0,2,65,0,203,13,40,15,3,0,0,0,0,0,116,,25.377777777777776,nls_f:21n-70m-SpanishTelefonica_30_3_66_0.2,80.0
30.0,348.8203010559082,75586,0.0,75,0,2394,MILP,{},integer optimal solution,101,0.34366798400878906,2366,15687,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,28,30.0,dr_bf_m:20n-78m-EON20_100_50_14_1.0,30.0
171.0,14592.129727363586,1524534,0.0,612,0,13662,MILP,{},integer optimal solution,101,15.715426921844482,8910,308583,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,4,4752,171.0,dr_bf_f:21n-70m-SpanishTelefonica_100_10_66_1.0,171.0
132.03935261397766,23885.665802955627,304444,0.014631696910603594,44473,2169,5180,MILP,{},time limit exceeded,107,60.092705965042114,2940,62146,0,3,168,0,0,5,69,0,249,2,65,29,0,0,0,0,0,0,270,2240,66.75,dr_bf_f:20n-78m-EON20_30_3_78_0.5,134.0
25.0,406.73120498657227,5956,0.0,1942,0,644,MILP,{},integer optimal solution,101,0.5392379760742188,324,1342,0,1,25,0,0,0,11,0,47,2,10,4,7,0,13,0,0,0,28,320,10.166666666666668,dr_bf_f:20n-78m-EON20_30_15_14_0.2,25.0
18.999999999999996,99887.70967197418,17658,0.8333333333326023,344509,16931,910,MILP,{},time limit exceeded,107,60.002521991729736,900,3545,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8920,7,10,5.0,dr_bf_c:43n-176m-EuroLarge_10_3_26_0.2,114.0
nan,103805.35660362244,1258308,nan,0,0,16236,MILP,{},"time limit exceeded, no integer solution",108,60.0121169090271,,175700,,,,,,,,,,,,,,,,,,,,,18.0,dsl_ascc_c:28n-82m-EURO28_10_1_58_0.5,
84.0,1712.342794418335,16254,0.0,42904,1494,1008,MILP,{},integer optimal solution,101,2.3030660152435303,518,3563,0,0,173,0,0,36,42,0,100,19,51,39,1,0,11,0,0,0,130,490,29.086904761904762,dr_bf_f:28n-68m-EON_10_1_48_0.2,84.0
129.0,3129.2651472091675,183142,0.0,4905,0,6986,MILP,{},integer optimal solution,101,6.226413011550903,6942,36551,0,0,85,0,0,109,403,0,8,0,67,0,0,0,0,0,0,0,181,44,80.75,dr_bf_m:21n-72m-Italian_30_3_68_0.5,129.0
41.0,714.1209058761597,10842,0.0,2874,0,786,MILP,{},integer optimal solution,101,0.821753978729248,402,2379,0,0,71,0,0,1,17,0,54,3,8,3,8,0,26,0,0,0,80,384,17.5,dr_bf_f:20n-62m-ARPANet_10_3_20_0.5,41.0
46.0,577.2833499908447,41018,0.0,2005,0,2846,MILP,{},integer optimal solution,101,0.8027598857879639,2826,8159,0,0,23,0,0,34,159,0,3,0,23,0,0,0,0,0,0,0,64,20,29.416666666666664,dr_bf_m:19n-76m-EON19_100_30_26_0.5,46.0
31.5,95012.93170452118,25302,0.7927631578942154,336128,24200,711,MILP,{},time limit exceeded,107,60.00615406036377,,5085,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,9327,4,,9.0,dr_ob_c:21n-70m-SpanishTelefonica_100_10_66_0.2,152.0
38.0,366.4694480895996,12234,0.0,1245,0,882,MILP,{},integer optimal solution,101,0.39702892303466797,450,2679,0,0,46,0,0,0,19,0,79,1,13,0,0,0,22,0,0,0,75,432,18.0,dr_bf_f:22n-70m-British-telecom_10_3_20_0.5,38.0
32.0,197.00741481781006,40310,0.0,96,0,1750,MILP,{},integer optimal solution,101,0.13748407363891602,910,8545,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,840,32.0,dr_bf_f:28n-82m-EURO28_30_15_10_1.0,32.0
121.0,2640.3402214050293,162414,0.0,6829,0,6552,MILP,{},integer optimal solution,101,5.6190338134765625,,46998,0,0,51,0,0,109,482,0,1,0,69,3,0,0,0,0,0,0,350,,66.75,dr_aov_m:21n-70m-SpanishTelefonica_30_3_66_0.5,121.0
nan,75794.87659168243,1358940,nan,0,0,8120,MILP,{},"time limit exceeded, no integer solution",108,60.05036902427673,,272803,,,,,,,,,,,,,,,,,,,,,58.0,dr_ob_c:28n-82m-EURO28_100_10_58_1.0,
29.205952380952382,14309.204423904419,3210700,0.0,6177,0,46200,MILP,{},integer optimal solution,101,14.853770017623901,,95492,0,14,42,0,0,26,32,0,15,0,5,0,3,0,0,0,0,0,17,,29.205952380952382,drl_bf_m:21n-70m-SpanishTelefonica_10_1_66_0.2,29.20595238095238
22.5,110883.71651935577,2367,0.3382352941166522,574587,37461,246,MILP,{},time limit exceeded,107,60.002394914627075,240,480,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6699,0,6,3.0,dr_bf_c:21n-78m-UKNet_10_3_24_0.2,34.0
37.0,506.3745813369751,14322,0.0,1673,0,1026,MILP,{},integer optimal solution,101,0.5908248424530029,522,3147,0,0,56,0,0,1,13,0,50,1,8,0,15,0,15,0,0,0,55,504,18.416666666666664,dr_bf_f:28n-82m-EURO28_100_30_18_0.5,37.0
26.811111111111117,106616.7282743454,35276,0.4844017094007777,380563,27993,890,MILP,{},time limit exceeded,107,60.00204920768738,870,7095,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5992,5,20,10.0,dr_bf_c:20n-78m-EON20_100_30_26_0.5,52.0
89.0,3708.6220874786377,266660,0.0,8106,0,5420,MILP,{},integer optimal solution,101,3.623098850250244,,65096,0,0,75,0,0,286,564,0,0,0,19,8,0,0,0,0,0,0,337,,29.20595238095238,dr_bsa_m:21n-70m-SpanishTelefonica_10_1_66_0.2,89.0
23.0,33.475181579589844,3894,0.0,377,0,760,MILP,{},integer optimal solution,101,0.04008197784423828,754,845,0,0,9,0,0,21,21,0,1,0,6,0,0,0,9,0,0,0,17,6,16.5,dr_bf_m:28n-68m-EON_100_50_8_0.5,23.0
16.0,43.45104217529297,3370,0.0,452,0,986,MILP,{},integer optimal solution,101,0.049883127212524414,982,537,0,0,0,0,0,30,41,0,0,0,13,0,0,0,24,0,0,0,12,4,5.666666666666666,dr_bf_m:21n-70m-SpanishTelefonica_30_15_12_0.2,16.0
33.0,203.28863430023193,8058,0.0,928,0,594,MILP,{},integer optimal solution,101,0.18085002899169922,306,1779,0,0,31,0,0,0,16,0,80,2,6,2,0,0,17,0,0,0,93,288,15.333333333333332,dr_bf_f:16n-46m-EURO_100_30_18_0.5,33.0
45.0,307.7151174545288,20446,0.0,1469,0,2144,MILP,{},integer optimal solution,101,0.41163206100463867,2130,4025,0,0,25,0,0,34,114,0,7,0,29,0,0,0,20,0,0,0,67,14,26.75,dr_bf_m:21n-72m-Italian_100_30_22_0.5,45.0
20.58333333333333,103918.40457344055,4959,0.6511299435017213,262623,16926,348,MILP,{},time limit exceeded,107,60.00612282752991,340,1002,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,11095,6,8,4.0,dr_bf_c:28n-82m-EURO28_10_3_18_0.2,59.0
30.0,111.11193752288818,5348,0.0,508,0,580,MILP,{},integer optimal solution,101,0.11258411407470703,292,1222,0,0,15,0,0,0,19,0,38,0,7,1,0,0,16,0,0,0,27,288,12.15,dr_bf_f:22n-70m-British-telecom_10_3_20_0.2,30.0
17.75,104791.2503414154,7865,0.5202702702688641,374062,24050,420,MILP,{},time limit exceeded,107,60.00490403175354,410,1585,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8524,0,10,5.0,dr_bf_c:20n-78m-EON20_30_9_26_0.2,37.0
38.0,514.7558469772339,20538,0.0,1290,0,1260,MILP,{},integer optimal solution,101,0.6121320724487305,644,4417,0,0,46,0,0,0,19,0,79,0,17,1,0,0,21,0,0,0,79,616,18.666666666666664,dr_bf_f:24n-86m-UBN24_30_9_22_0.5,38.0
93.0,3088.5449600219727,251850,0.0,6878,0,5764,MILP,{},integer optimal solution,101,2.7910709381103516,,61663,0,0,90,0,0,322,461,0,1,0,34,0,0,0,0,0,0,0,298,,32.08333333333333,nls_m:28n-82m-EURO28_10_1_58_0.2,93.0
nan,78428.45882511139,1176647,nan,0,0,7750,MILP,{},"time limit exceeded, no integer solution",108,60.04495811462402,7626,236561,,,,,,,,,,,,,,,,,,,,124,62.0,dr_bf_c:20n-62m-ARPANet_30_3_62_1.0,
72.0,486.3064317703247,24810,0.0,3165,0,3080,MILP,{},integer optimal solution,101,0.5793349742889404,3062,4676,0,0,26,0,0,180,231,0,2,0,28,0,0,0,48,0,0,0,123,18,24.74047619047619,dr_bf_m:16n-46m-EURO_10_1_56_0.2,72.0
37.36666666666665,121514.50661182404,47743,0.13100775193768013,479245,39400,1020,MILP,{},time limit exceeded,107,60.00624895095825,996,9606,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1771,29,24,12.0,dr_bf_c:21n-72m-Italian_30_15_12_1.0,43.0
nan,116453.68775844574,81942,nan,0,0,1360,MILP,{},"time limit exceeded, no integer solution",108,60.00298881530762,1328,16488,,,,,,,,,,,,,,,,,,,,32,16.0,dr_bf_c:28n-68m-EON_10_1_48_0.5,
29.0,118.0804271697998,11704,0.0,747,0,1190,MILP,{},integer optimal solution,101,0.13602399826049805,1176,2373,0,0,17,0,0,22,72,0,7,0,9,0,0,0,0,0,0,0,49,14,21.0,dr_bf_m:14n-42m-NSF_30_9_20_0.5,29.0
178.0,44206.66487312317,1191826,0.0,670,0,11594,MILP,{},integer optimal solution,101,39.65041184425354,7626,241583,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3968,178.0,dr_bf_f:20n-62m-ARPANet_10_1_62_1.0,178.0
41.0,561.37926197052,14322,0.0,1672,0,1026,MILP,{},integer optimal solution,101,0.6121890544891357,522,3147,0,0,23,0,0,1,11,0,25,4,12,5,0,0,5,0,0,0,47,504,20.5,dr_bf_f:28n-82m-EURO28_10_3_18_0.5,41.0
32.0,349.4769010543823,21690,0.0,499,0,990,MILP,{},integer optimal solution,101,0.4246938228607178,530,4565,0,0,19,0,0,0,27,0,46,0,32,0,0,0,0,0,0,0,47,460,14.833333333333332,dr_bf_f:10n-44m-SmallNet_100_30_28_0.5,32.0
nan,91511.1532754898,1005102,nan,0,0,2016,MILP,{},"time limit exceeded, no integer solution",108,60.026252031326294,,251460,,,,,,,,,,,,,,,,,,,,,18.0,nls_c:28n-82m-EURO28_10_1_58_0.5,
47.00000000000004,853.989616394043,16730,0.0,6651,253,1036,MILP,{},integer optimal solution,101,1.018782138824463,532,3619,0,0,71,0,0,0,17,0,89,0,22,0,0,0,16,0,0,0,126,504,23.5,dr_bf_f:22n-70m-British-telecom_100_30_20_0.5,47.00000000000004
60.0,265.48626613616943,17722,0.0,1732,0,1496,MILP,{},integer optimal solution,101,0.2893061637878418,1470,3506,0,0,39,0,0,100,169,0,9,0,22,0,0,0,0,0,0,0,76,26,18.5,dr_bf_m:6n-9m-n6s9_100_10_60_0.2,60.0
60.0,1419.3401775360107,206778,0.0,176,0,4290,MILP,{},integer optimal solution,101,1.214622974395752,2354,42427,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1936,60.0,dr_bf_f:24n-86m-UBN24_100_30_22_1.0,60.0
nan,69803.63502597809,3324730,nan,0,0,50820,MILP,{},"time limit exceeded, no integer solution",108,60.05351686477661,,373736,,,,,,,,,,,,,,,,,,,,,66.0,dsl_bf_c:21n-70m-SpanishTelefonica_10_1_66_1.0,
59.0,1279.7770910263062,64504,0.0,5889,0,6056,MILP,{},integer optimal solution,101,1.8320369720458984,6040,12426,0,0,81,0,0,60,350,0,6,0,31,0,0,0,27,0,0,0,150,16,31.25,dr_bf_m:43n-176m-EuroLarge_30_9_26_0.5,59.0
16.0,20.984954833984375,1782,0.0,147,0,264,MILP,{},integer optimal solution,101,0.03405499458312988,132,429,0,0,12,0,0,0,12,0,19,3,14,3,0,0,17,0,0,0,10,132,5.966666666666666,dr_bf_f:14n-42m-NSF_10_5_12_0.2,16.0
154.0,9728.849457740784,182016,0.0,25212,0,16550,MILP,{},integer optimal solution,101,9.200626134872437,16524,33288,0,0,256,0,0,544,1491,0,2,0,33,0,0,0,0,0,0,0,455,26,49.67857142857143,dr_bf_m:43n-176m-EuroLarge_30_3_80_0.2,154.0
95.0,4169.781051635742,591058,0.0,391,0,9854,MILP,{},integer optimal solution,101,4.05675196647644,9802,120471,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,52,95.0,dr_bf_m:43n-176m-EuroLarge_30_9_26_1.0,95.0
nan,114300.39790439606,125890,nan,0,0,1818,MILP,{},"time limit exceeded, no integer solution",108,60.00746488571167,1782,25299,,,,,,,,,,,,,,,,,,,,36,18.0,dr_bf_c:28n-82m-EURO28_30_9_18_1.0,
15.0,14.232673645019531,838,0.0,210,0,190,MILP,{},integer optimal solution,101,0.04714012145996094,94,217,0,0,7,0,0,0,9,0,35,3,9,1,0,0,13,0,0,0,10,96,6.000000000000001,dr_bf_f:14n-46m-Generic-Deutsche-Telekom-DT_30_15_12_0.2,15.0
130.0,2353.653967857361,170416,0.0,4168,0,5822,MILP,{},integer optimal solution,101,2.659695863723755,5776,34337,0,0,57,0,0,67,319,0,4,0,58,0,0,0,0,0,0,0,99,46,87.83333333333331,dr_bf_m:20n-62m-ARPANet_100_10_62_0.5,130.0
76.0,762.1755895614624,29570,0.0,4670,0,3330,MILP,{},integer optimal solution,101,0.961920976638794,3310,5565,0,0,46,0,0,158,309,0,4,0,32,0,4,0,58,0,0,0,94,20,21.970238095238095,dr_bf_m:15n-46m-NSF_30_3_60_0.2,76.0
16.0,19.848883628845215,1270,0.0,155,0,286,MILP,{},integer optimal solution,101,0.02420806884765625,142,327,0,1,12,0,0,0,10,0,22,1,8,1,1,0,7,0,0,0,16,144,5.200000000000001,dr_bf_f:21n-70m-SpanishTelefonica_100_50_12_0.2,16.0
nan,106923.86319732666,31662,nan,0,0,810,MILP,{},"time limit exceeded, no integer solution",108,60.002151012420654,790,6375,,,,,,,,,,,,,,,,,,,,20,10.0,dr_bf_c:22n-70m-British-telecom_10_1_62_0.2,
52.0,88493.13631057739,247855,0.0,53324,4282,2678,MILP,{},integer optimal solution,101,48.242595911026,2626,49803,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1165,19,52,26.0,dr_bf_c:19n-76m-EON19_100_30_26_1.0,52.0
nan,82788.81639575958,2112764,nan,0,0,11322,MILP,{},"time limit exceeded, no integer solution",108,60.03902196884155,11174,424279,,,,,,,,,,,,,,,,,,,,148,73.99999999999996,dr_bf_c:21n-78m-UKNet_30_3_74_1.0,
39.0,205.75608348846436,9704,0.0,2547,0,1824,MILP,{},integer optimal solution,101,0.3016791343688965,1816,1830,0,0,16,0,0,56,119,0,3,0,14,0,3,0,22,0,0,0,46,8,19.13333333333333,dr_bf_m:28n-82m-EURO28_100_30_18_0.2,39.0
44.0,369.1505718231201,22612,0.0,2397,0,2474,MILP,{},integer optimal solution,101,0.48218488693237305,2460,4361,0,0,16,0,0,53,204,0,2,0,28,2,0,0,19,0,0,0,102,14,21.416666666666668,dr_bf_m:21n-78m-UKNet_10_3_24_0.5,44.0
69.0,730.9832401275635,20710,0.0,1942,22,950,MILP,{},integer optimal solution,101,0.8896141052246094,510,4405,0,0,58,0,0,0,60,0,114,4,39,5,3,0,0,0,0,0,44,440,22.23690476190476,dr_bf_f:14n-42m-NSF_30_3_60_0.2,69.0
26.0,120.94680881500244,29916,0.0,67,0,1164,MILP,{},integer optimal solution,101,0.1239919662475586,636,6306,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,2,528,25.0,dr_bf_f:14n-42m-NSF_10_5_12_1.0,26.0
120.0,3813.9361991882324,235116,0.0,6805,0,8244,MILP,{},integer optimal solution,101,4.331541061401367,8196,46806,0,0,85,0,0,76,571,0,5,0,75,0,0,0,0,0,0,0,188,48,63.75000000000001,dr_bf_m:21n-78m-UKNet_30_3_74_0.5,120.0
122.0,14703.217910766602,1192926,0.0,6549,0,6720,MILP,{},integer optimal solution,101,25.069046020507812,,297465,0,0,39,0,0,90,485,0,3,0,59,0,1,0,0,0,0,0,247,,67.83333333333333,nls_m:21n-70m-SpanishTelefonica_10_1_66_0.5,122.0
84.0,812.3525991439819,40182,0.0,6072,0,4574,MILP,{},integer optimal solution,101,1.2812190055847168,4554,7505,0,0,44,0,0,161,321,0,4,0,31,2,1,0,52,0,0,0,134,20,27.83333333333333,dr_bf_m:20n-62m-ARPANet_10_1_62_0.2,84.0
26.0,242.05108547210693,83682,0.0,51,0,2214,MILP,{},integer optimal solution,101,0.264754056930542,2178,17235,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,36,26.0,dr_bf_m:11n-52m-Pan-European-COST239_10_5_18_1.0,26.0
35.48095238095237,86939.18041229248,25301,0.7796214137824203,310870,22678,711,MILP,{},time limit exceeded,107,60.003588914871216,,5085,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8375,4,,9.0,dr_ob_c:21n-70m-SpanishTelefonica_30_3_66_0.2,161.0
42.0,655.6766843795776,30996,0.0,1496,0,1494,MILP,{},integer optimal solution,101,0.9666948318481445,774,6552,0,0,36,0,0,1,20,0,67,1,21,3,3,0,3,0,0,0,61,720,20.083333333333332,dr_bf_f:20n-78m-EON20_10_3_26_0.5,42.0
117.00000000000013,3416.889016151428,86256,0.0,3224,0,2448,MILP,{},integer optimal solution,101,6.779070854187012,1328,18008,0,6,169,0,0,52,32,0,90,9,54,64,24,0,0,0,0,0,183,1120,56.916666666666664,dr_bf_f:28n-68m-EON_10_1_48_0.5,117.00000000000011
44.0,546.0764818191528,91540,0.0,120,0,2260,MILP,{},integer optimal solution,101,0.5291271209716797,1300,18930,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,960,44.0,dr_bf_f:15n-46m-NSF_10_3_20_1.0,44.0
12.0,14.635684967041016,1828,0.0769230769224852,134,0,308,MILP,{},integer optimal solution,101,0.02237081527709961,300,374,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,4.75,dr_bf_m:6n-9m-n6s9_100_50_12_0.5,13.0
14.0,147.8932704925537,475,0.0,2450,282,98,MILP,{},integer optimal solution,101,0.21947598457336426,94,99,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,432,3,4,2.0,dr_bf_c:15n-46m-NSF_30_15_12_0.2,14.0
nan,107342.52906322479,238091,nan,0,0,2664,MILP,{},"time limit exceeded, no integer solution",108,60.01162815093994,2616,47820,,,,,,,,,,,,,,,,,,,,48,24.0,dr_bf_c:24n-86m-UBN24_30_3_70_0.5,
88.0,1260.1091079711914,39771,0.0,8067,0,5331,MILP,{},integer optimal solution,101,2.1087570190429688,,7101,0,0,70,0,0,260,471,0,3,0,13,0,0,0,58,0,0,0,208,,24.20357142857143,dr_ob_m:21n-70m-SpanishTelefonica_100_10_66_0.2,88.0
30.0,25.63113021850586,3980,0.0,165,0,436,MILP,{},integer optimal solution,101,0.0281219482421875,220,890,0,0,4,0,0,0,30,0,12,0,19,0,0,0,20,0,0,0,10,216,6.044444444444444,dr_bf_f:11n-52m-Pan-European-COST239_30_9_30_0.2,30.0
142.0,10287.456119537354,209388,0.0,5882,0,6900,MILP,{},integer optimal solution,101,10.02961778640747,6852,42030,0,0,90,0,0,57,485,0,19,0,47,3,0,0,0,0,0,0,177,48,89.91666666666669,dr_bf_m:21n-70m-SpanishTelefonica_100_10_66_0.5,142.0
