_quality_metrics,cuts_solution_pool,name,cuts_MIR,cuts_disjunctive,cuts_implied_bound,cuts_fractional,cuts_lift_and_project,cuts_GUB_cover,cuts_clique,cuts_flow_path,cuts_cover,_n_iterations,variables_user,variables,_n_nodes_processed,cuts_RLT,_dettime,_best_bound,cuts_zero_half,variables_integer,_miprelgap,cuts_benders,_solve_status,linear_relaxation,exception,cuts_user,cuts_flow_cover,cuts_local_implied_bound,variables_binary,_linear_nonzeros,cuts_table,_ncolumns,_solve_status_code,constraints,_time,_problem_type,variables_continuous,cuts_multi_commodity_flow,cuts_BQP,objective_value
{},0,dr_ob_m:11n-52m-Pan-European-COST239_10_3_30_0.2,23,0,0,9,0,0,49,0,80,2246,1784,1784,0,0,203.52997970581055,31.0,45,4,0.0,0,integer optimal solution,6.339285714285714,,0,5,0,1780,8028,0,1784,101,1176,0.21617388725280762,MILP,0,48,0,31.0
{},0,dr_ob_f:28n-68m-EON_30_3_48_0.5,141,0,48,51,5,1,26,11,37,4642,2432,2432,60,0,4451.590657234192,115.0,191,1104,0.0,0,integer optimal solution,57.0,,0,121,0,1328,86224,0,2432,101,18008,7.664144992828369,MILP,0,0,0,115.0
{},0,dr_ob_m:16n-46m-EURO_10_5_10_0.2,5,0,0,5,0,0,27,0,58,296,556,556,0,0,29.506946563720703,15.0,23,2,0.0,0,integer optimal solution,5.666666666666666,,0,0,0,554,1938,0,556,101,349,0.04475808143615723,MILP,0,20,0,15.0
{},0,dr_aov_f:14n-42m-NSF_100_50_12_1.0,0,0,3,0,0,0,4,0,0,103,1164,1164,0,0,72.25742149353027,28.0,1,528,0.0,0,integer optimal solution,27.0,,0,0,0,636,29784,0,1164,101,9012,0.24853897094726562,MILP,0,0,0,28.0
{},0,dr_ob_m:30n-112m-Spain_10_5_14_0.5,23,0,0,21,1,0,26,0,104,1643,2153,2153,0,0,207.1710033416748,33.0,33,5,0.0,0,integer optimal solution,18.333333333333332,,0,2,0,2148,16494,0,2153,101,3240,0.29619908332824707,MILP,0,13,0,33.0
{},0,dr_bf_m:21n-70m-SpanishTelefonica_30_3_66_0.5,93,0,0,80,0,0,99,0,481,5894,6552,6552,0,0,2952.340582847595,121.0,182,42,0.0,0,integer optimal solution,66.75,,0,4,0,6510,162834,0,6552,101,32508,2.8726391792297363,MILP,0,0,0,121.0
{},0,dr_bf_m:14n-42m-NSF_10_5_12_0.5,6,0,0,14,7,1,10,0,37,568,744,744,0,0,63.51809024810791,19.0,22,10,0.0,0,integer optimal solution,13.666666666666666,,0,2,0,734,5962,0,744,101,1238,0.13144302368164062,MILP,0,16,0,19.0
{},0,dr_bf_f:30n-112m-Spain_30_9_24_1.0,7,0,0,0,0,0,0,0,0,283,5976,5976,0,0,1764.0529518127441,74.0,7,2736,0.0,0,integer optimal solution,74.0,,0,0,0,3240,320520,0,5976,101,65556,2.036630868911743,MILP,0,0,0,74.0
{},0,dr_aov_m:30n-112m-Spain_100_50_14_1.0,0,0,0,0,0,0,0,0,0,183,3346,3346,0,0,273.8703556060791,49.0,0,28,0.0,0,integer optimal solution,49.0,,0,0,0,3318,108248,0,3346,101,32592,0.33817291259765625,MILP,0,0,0,49.0
{},0,dr_ob_m:14n-42m-NSF_10_5_12_0.5,4,0,0,10,0,0,8,0,39,424,739,739,0,0,57.034502029418945,19.0,25,5,0.0,0,integer optimal solution,13.666666666666666,,0,2,0,734,5952,0,739,101,1238,0.09085893630981445,MILP,0,0,0,19.0
{},0,dr_aov_m:28n-82m-EURO28_10_1_58_1.0,1,0,0,0,0,0,0,0,0,1126,12934,12934,0,0,6257.220004081726,183.0,1,116,0.0,0,integer optimal solution,183.00000000000003,,0,0,0,12818,1374716,0,12934,101,413134,7.640613794326782,MILP,0,0,0,183.0
{},0,dr_bf_f:28n-82m-EURO28_10_5_10_0.2,21,0,3,13,1,0,2,2,10,644,334,334,0,0,86.01021099090576,16.0,17,168,0.0,0,integer optimal solution,5.333333333333333,,0,31,0,166,1486,0,334,101,389,0.11339616775512695,MILP,0,11,0,16.0
{},0,dr_bf_m:20n-78m-EON20_30_15_14_0.5,8,0,0,13,0,0,8,0,41,710,1512,1512,0,0,110.01990222930908,22.0,21,10,0.0,0,integer optimal solution,13.583333333333332,,0,1,0,1502,11506,0,1512,101,2250,0.19932889938354492,MILP,0,22,0,22.0
{},0,dr_bf_m:28n-82m-EURO28_100_30_18_1.0,0,0,0,0,0,0,0,0,0,171,3294,3294,0,0,701.7099981307983,57.0,0,36,0.0,0,integer optimal solution,57.0,,0,0,0,3258,131742,0,3294,101,27261,0.7615940570831299,MILP,0,0,0,57.0
{},0,dr_aov_f:20n-62m-ARPANet_30_15_12_0.2,14,0,1,3,0,0,0,0,10,720,254,254,0,0,78.26238346099854,17.0,24,128,0.0,0,integer optimal solution,5.777777777777778,,0,29,0,126,1124,0,254,101,354,0.11127686500549316,MILP,0,14,0,17.0
{},0,dr_aov_f:11n-52m-Pan-European-COST239_10_3_30_0.2,3,0,1,16,5,0,0,0,30,270,436,436,0,0,36.80947399139404,31.0,5,216,0.0,0,integer optimal solution,6.339285714285714,,0,28,0,220,3968,0,436,101,1196,0.04901385307312012,MILP,0,15,0,31.0
{},0,dr_bf_m:21n-78m-UKNet_100_50_14_0.5,2,0,0,23,0,0,10,0,49,725,1512,1512,0,0,105.46445274353027,24.0,29,10,0.0,0,integer optimal solution,15.25,,0,2,0,1502,11506,0,1512,101,2264,0.1485440731048584,MILP,0,12,0,24.0
{},0,dr_ob_m:16n-46m-EURO_10_1_56_0.2,31,0,2,33,0,0,181,0,233,3592,3071,3071,0,0,576.5885763168335,72.0,94,9,0.0,0,integer optimal solution,24.74047619047619,,0,0,0,3062,24792,0,3071,101,4676,0.7978761196136475,MILP,0,46,0,72.0
{},0,dr_bf_m:30n-112m-Spain_30_9_24_0.5,31,0,3,19,0,0,25,0,147,3860,3656,3656,0,0,734.3715581893921,55.0,66,16,0.0,0,integer optimal solution,30.583333333333332,,0,1,0,3640,40408,0,3656,101,7932,1.2353260517120361,MILP,0,27,0,55.0
