_quality_metrics,cuts_solution_pool,name,cuts_MIR,cuts_disjunctive,cuts_implied_bound,cuts_fractional,cuts_lift_and_project,cuts_GUB_cover,cuts_clique,cuts_flow_path,cuts_cover,_n_iterations,variables_user,variables,_n_nodes_processed,cuts_RLT,_dettime,_best_bound,cuts_zero_half,variables_integer,_miprelgap,cuts_benders,_solve_status,linear_relaxation,exception,cuts_user,cuts_flow_cover,cuts_local_implied_bound,variables_binary,_linear_nonzeros,cuts_table,_ncolumns,_solve_status_code,constraints,_time,_problem_type,variables_continuous,cuts_multi_commodity_flow,cuts_BQP,objective_value
{},0,dr_ob_f:14n-46m-Generic-Deutsche-Telekom-DT_30_15_12_0.5,14,0,4,13,0,1,1,1,9,156,485,485,0,0,51.2004919052124,20.0,25,235,0.0,0,integer optimal solution,11.166666666666666,,0,21,0,250,5550,0,485,101,1240,0.08279609680175781,MILP,0,14,0,20.0
{},0,dr_aov_m:19n-76m-EON19_100_50_16_0.5,29,0,1,19,0,0,28,0,91,1733,1626,1626,0,0,133.7849702835083,24.0,44,10,0.0,0,integer optimal solution,10.749999999999998,,0,2,0,1616,11648,0,1626,101,2974,0.1870579719543457,MILP,0,31,0,24.0
{},0,dr_bf_f:43n-176m-EuroLarge_100_30_26_1.0,7,0,0,0,0,0,0,0,0,473,9854,9854,0,0,3531.8674659729004,101.0,14,4628,0.0,0,integer optimal solution,101.0,,0,10,0,5226,591058,0,9854,101,120471,4.123075008392334,MILP,0,0,0,101.0
{},0,dr_aov_f:19n-76m-EON19_30_3_80_0.2,252,0,41,57,29,1,7,7,138,97061,2158,2158,2928,0,4175.339863777161,104.0,96,1014,0.0,0,integer optimal solution,32.101190476190474,,0,308,0,1144,63284,0,2158,101,19045,8.441061973571777,MILP,0,0,0,104.0
{},0,dr_bf_f:19n-76m-EON19_30_15_16_0.2,6,0,1,5,5,0,0,0,9,449,468,468,0,0,78.57283306121826,21.0,4,234,0.0,0,integer optimal solution,6.25,,0,18,0,234,3210,0,468,101,750,0.11982917785644531,MILP,0,3,0,21.0
{},0,dr_ob_f:14n-42m-NSF_10_1_60_1.0,0,0,0,0,0,0,0,0,0,498,8640,8640,0,0,11316.481909751892,133.0,1,2580,0.0,0,integer optimal solution,133.0,,0,0,0,6060,757140,0,8640,101,153930,13.457032918930054,MILP,0,0,0,133.0
{},0,dr_ob_f:19n-76m-EON19_100_10_80_0.2,126,0,32,49,13,1,6,3,105,88151,1968,1968,2906,0,5340.119291305542,94.0,80,924,0.0,0,integer optimal solution,25.34642857142857,,0,253,0,1044,53964,0,1968,101,11262,10.884153842926025,MILP,0,0,0,94.0
{},0,dr_ob_f:6n-9m-n6s9_30_9_20_1.0,5,0,0,0,0,0,0,0,0,76,1120,1120,0,0,176.739839553833,27.0,4,380,0.0,0,integer optimal solution,27.0,,0,4,0,740,36060,0,1120,101,7550,0.20398402214050293,MILP,0,0,0,27.0
{},0,dr_aov_f:20n-62m-ARPANet_30_9_20_0.5,54,0,8,19,4,0,0,0,17,1465,924,924,0,0,318.6826238632202,45.0,89,448,0.0,0,integer optimal solution,23.416666666666668,,0,66,0,476,14784,0,924,101,4494,0.40811896324157715,MILP,0,0,0,45.0
{},0,dr_ob_m:43n-176m-EuroLarge_10_5_16_0.2,10,0,1,18,1,0,41,0,144,4445,3536,3536,0,0,492.15696907043457,31.0,53,4,0.0,0,integer optimal solution,12.291666666666668,,0,0,0,3532,19732,0,3536,101,3518,0.7931411266326904,MILP,0,26,0,31.0
{},0,dr_bf_m:15n-46m-NSF_100_50_12_0.2,2,0,0,9,0,0,34,0,33,556,702,702,0,0,43.987454414367676,15.0,14,6,0.0,0,integer optimal solution,6.999999999999999,,0,0,0,696,3192,0,702,101,603,0.050803184509277344,MILP,0,25,0,15.0
{},0,dr_bf_f:6n-9m-n6s9_100_30_20_0.2,4,0,5,8,0,0,0,0,18,132,164,164,0,0,17.290839195251465,20.0,2,80,0.0,0,integer optimal solution,5.6000000000000005,,0,20,0,84,1396,0,164,101,326,0.02630305290222168,MILP,0,2,0,20.0
{},0,dr_aov_f:19n-76m-EON19_100_10_80_0.2,255,0,35,71,20,2,6,3,118,70413,1980,1980,2963,0,3106.658281326294,94.0,100,936,0.0,0,integer optimal solution,25.34642857142857,,0,350,0,1044,53856,0,1980,101,16212,6.265902996063232,MILP,0,0,0,94.0
{},0,dr_bf_m:11n-52m-Pan-European-COST239_100_30_30_0.5,22,0,0,16,4,0,11,0,116,2101,2118,2118,0,0,359.4078540802002,35.0,65,18,0.0,0,integer optimal solution,15.916666666666668,,0,3,0,2100,23976,0,2118,101,4596,0.5655989646911621,MILP,0,52,0,35.0
{},0,dr_bf_f:21n-78m-UKNet_10_3_24_0.5,60,0,5,27,0,0,0,4,23,29613,1148,1148,959,0,1337.7298078536987,44.0,129,560,0.0,0,integer optimal solution,19.916666666666664,,0,110,0,588,18634,0,1148,101,4004,2.0719048976898193,MILP,0,11,0,44.0
{},0,dr_aov_f:28n-82m-EURO28_30_15_10_0.5,24,0,13,30,0,0,6,0,8,385,850,850,0,0,81.18906879425049,29.0,68,420,0.0,0,integer optimal solution,17.5,,0,25,0,430,9860,0,850,101,3020,0.09720110893249512,MILP,0,0,0,29.0
{},0,dr_aov_f:15n-46m-NSF_30_15_12_1.0,1,0,1,1,0,0,6,0,0,133,1260,1260,0,0,86.5242748260498,29.0,2,576,0.0,0,integer optimal solution,27.0,,0,0,0,684,32616,0,1260,101,9864,0.13563799858093262,MILP,0,0,0,29.0
{},0,dr_ob_f:16n-46m-EURO_100_10_56_1.0,1,0,0,0,0,0,0,0,0,523,8288,8288,0,0,6551.250344276428,146.0,0,2632,0.0,0,integer optimal solution,146.0,,0,0,0,5656,721896,0,8288,101,146804,8.103357076644897,MILP,0,0,0,146.0
{},0,dr_aov_f:16n-46m-EURO_30_15_10_0.2,11,0,7,7,1,0,1,0,7,181,288,288,0,0,15.554747581481934,16.0,13,144,0.0,0,integer optimal solution,6.65,,0,17,0,144,1944,0,288,101,606,0.0331120491027832,MILP,0,9,0,16.0
{},0,dr_bf_m:19n-76m-EON19_30_3_80_0.5,99,0,0,65,0,0,149,0,398,6344,9154,9154,0,0,6016.127351760864,128.0,149,58,0.0,0,integer optimal solution,81.66666666666667,,0,9,0,9096,329932,0,9154,101,65900,8.847738981246948,MILP,0,0,0,128.0
{},0,dr_aov_m:21n-70m-SpanishTelefonica_10_3_22_0.2,10,0,1,9,0,0,32,0,79,1738,1840,1840,0,0,118.14484977722168,31.0,29,8,0.0,0,integer optimal solution,11.0,,0,1,0,1832,9116,0,1840,101,2010,0.16646313667297363,MILP,0,36,0,31.0
{},0,dr_ob_f:6n-9m-n6s9_30_9_20_0.2,14,0,6,14,0,0,0,0,18,154,205,205,0,0,27.3570499420166,22.0,3,95,0.0,0,integer optimal solution,8.35,,0,16,0,110,2190,0,205,101,500,0.04009294509887695,MILP,0,5,0,22.0
{},0,dr_aov_f:24n-86m-UBN24_100_30_22_0.2,63,0,8,2,2,0,0,1,21,4839,890,890,108,0,438.0387849807739,37.0,38,440,0.0,0,integer optimal solution,15.222222222222221,,0,72,0,450,10340,0,890,101,3140,0.5739140510559082,MILP,0,5,0,37.0
{},0,dr_ob_m:28n-68m-EON_30_3_48_0.5,32,0,0,68,0,0,181,0,333,3304,4608,4608,0,0,1710.8453817367554,115.0,145,16,0.0,0,integer optimal solution,64.83333333333333,,0,6,0,4592,92752,0,4608,101,18904,3.044142961502075,MILP,0,0,0,115.0
{},0,dr_bf_f:11n-52m-Pan-European-COST239_100_50_18_1.0,3,0,0,0,0,0,0,0,0,98,2214,2214,0,0,278.72975635528564,30.0,6,972,0.0,0,integer optimal solution,30.0,,0,3,0,1242,83682,0,2214,101,17235,0.35515499114990234,MILP,0,0,0,30.0
{},0,dr_aov_f:11n-52m-Pan-European-COST239_100_10_94_1.0,0,0,0,0,0,0,0,0,0,1090,18706,18706,0,0,8591.965881347656,152.0,0,5076,0.0,0,integer optimal solution,152.0,,0,0,0,13630,2292848,0,18706,101,687986,13.078810930252075,MILP,0,0,0,152.0
{},0,dr_ob_m:21n-70m-SpanishTelefonica_10_1_66_1.0,2,0,0,0,0,0,0,0,0,558,13596,13596,0,0,18717.206159591675,154.0,2,66,0.0,0,integer optimal solution,154.0,,0,0,0,13530,1524402,0,13596,101,308583,12.780679941177368,MILP,0,0,0,154.0
{},0,dr_aov_f:30n-112m-Spain_10_1_74_0.5,635,0,15,43,29,1,2,3,177,94369,6250,6250,1449,0,26122.42731666565,167.0,332,2850,0.0,0,integer optimal solution,81.25,,0,536,0,3400,347300,0,6250,101,104400,58.958465814590454,MILP,0,0,0,167.0
{},0,dr_bf_m:43n-176m-EuroLarge_10_3_26_1.0,20,0,0,3,0,0,0,0,0,486,9854,9854,0,0,3575.340888977051,93.0,13,52,0.0,0,integer optimal solution,93.0,,0,3,0,9802,591058,0,9854,101,120471,3.972166061401367,MILP,0,0,0,93.0
{},0,dr_bf_f:14n-42m-NSF_100_30_20_1.0,3,0,0,2,0,0,0,0,0,135,2100,2100,0,0,365.9546194076538,41.0,6,880,0.0,0,integer optimal solution,41.0,,0,2,0,1220,83620,0,2100,101,17310,0.5923700332641602,MILP,0,0,0,41.0
{},0,dr_bf_f:14n-42m-NSF_30_15_12_1.0,0,0,0,0,0,0,0,0,0,50,1164,1164,0,0,82.78647136688232,26.0,0,528,0.0,0,integer optimal solution,,,0,0,0,636,29916,0,1164,101,6306,0.08320498466491699,MILP,0,0,0,26.0
{},0,dr_ob_f:11n-52m-Pan-European-COST239_10_1_94_0.5,405,0,12,53,12,3,0,0,108,46706,4185,4185,1511,0,19875.448773384094,114.0,210,1643,0.0,0,integer optimal solution,49.166666666666664,,0,235,0,2542,249240,0,4185,101,50840,37.9816210269928,MILP,0,0,0,114.0
{},0,dr_ob_f:43n-176m-EuroLarge_100_30_26_1.0,9,0,0,0,0,0,0,0,0,471,9828,9828,0,0,2804.4199800491333,101.0,14,4602,0.0,0,integer optimal solution,101.0,,0,8,0,5226,591006,0,9828,101,120471,3.8571910858154297,MILP,0,0,0,101.0
{},0,dr_aov_m:10n-44m-SmallNet_10_3_28_1.0,0,0,0,0,0,0,0,0,0,145,3276,3276,0,0,428.99682998657227,44.0,0,56,0.0,0,integer optimal solution,44.0,,0,0,0,3220,171360,0,3276,101,51464,0.7280468940734863,MILP,0,0,0,44.0
{},0,dr_aov_f:21n-70m-SpanishTelefonica_100_10_66_0.5,171,0,6,22,14,1,2,2,90,70689,3960,3960,1568,0,13455.674273490906,141.99999999998843,192,1728,0.0,0,integer optimal solution,68.91666666666666,,0,187,0,2232,200016,0,3960,101,60192,29.681501150131226,MILP,0,0,0,141.99999999999895
{},0,dr_bf_f:19n-76m-EON19_30_15_16_1.0,5,0,0,0,0,0,0,0,0,125,2704,2704,0,0,457.22618675231934,43.0,8,1248,0.0,0,integer optimal solution,43.0,,0,6,0,1456,96368,0,2704,101,19912,0.4386420249938965,MILP,0,0,0,43.0
{},0,dr_aov_m:15n-46m-NSF_100_50_12_0.5,0,0,1,11,0,0,5,0,15,298,812,812,0,0,26.650507926940918,18.0,16,10,0.0,0,integer optimal solution,13.333333333333332,,0,0,0,802,6506,0,812,101,1800,0.04332399368286133,MILP,0,0,0,18.0
{},0,dr_ob_f:21n-72m-Italian_30_9_22_1.0,0,0,0,0,0,0,0,0,0,189,3652,3652,0,0,1076.1313390731812,57.0,0,1606,0.0,0,integer optimal solution,57.0,,0,0,0,2046,173162,0,3652,101,35585,1.1459569931030273,MILP,0,0,0,57.0
{},0,dr_aov_f:21n-78m-UKNet_10_1_74_0.2,99,0,12,15,19,0,1,3,64,4141,1848,1848,0,0,1091.9551401138306,85.0,81,880,0.0,0,integer optimal solution,25.504761904761903,,0,158,0,968,46376,0,1848,101,13981,1.658419132232666,MILP,0,0,0,85.0
{},0,dr_aov_f:28n-68m-EON_100_30_16_0.5,67,0,17,22,12,1,18,3,11,1950,710,710,0,0,354.65323638916016,49.0,51,350,0.0,0,integer optimal solution,22.083333333333332,,0,29,0,360,8180,0,710,101,2530,0.47099804878234863,MILP,0,0,0,49.0
{},0,dr_aov_f:21n-72m-Italian_100_50_12_1.0,0,0,6,0,0,0,3,0,0,170,1884,1884,0,0,134.83239459991455,34.0,10,888,0.0,0,integer optimal solution,33.0,,0,1,0,996,51024,0,1884,101,15396,0.22226810455322266,MILP,0,0,0,34.0
{},0,dr_ob_m:21n-70m-SpanishTelefonica_100_50_12_0.5,2,0,0,10,0,0,7,0,49,700,1215,1215,0,0,113.14567565917969,26.0,20,5,0.0,0,integer optimal solution,19.666666666666664,,0,0,0,1210,9900,0,1215,101,2022,0.16051292419433594,MILP,0,6,0,26.0
{},0,dr_ob_f:21n-78m-UKNet_30_15_14_1.0,1,0,0,0,0,0,0,0,0,120,2380,2380,0,0,336.2754182815552,36.0,2,1106,0.0,0,integer optimal solution,36.0,,0,1,0,1274,75558,0,2380,101,15701,0.33269691467285156,MILP,0,0,0,36.0
{},0,dr_ob_m:22n-70m-British-telecom_10_5_12_0.2,4,0,0,15,0,0,39,0,45,475,984,984,0,0,45.83313751220703,19.0,9,2,0.0,0,integer optimal solution,8.5,,0,0,0,982,3366,0,984,101,549,0.06306600570678711,MILP,0,22,0,19.0
{},0,dr_ob_f:28n-82m-EURO28_10_3_18_1.0,0,0,0,0,0,0,0,0,0,161,3276,3276,0,0,643.178952217102,56.0,0,1494,0.0,0,integer optimal solution,56.0,,0,0,0,1782,131706,0,3276,101,27261,0.7068760395050049,MILP,0,0,0,56.0
{},0,dr_ob_f:24n-86m-UBN24_30_9_22_1.0,8,0,0,0,0,0,0,0,0,262,4268,4268,0,0,930.5425653457642,69.0,16,1914,0.0,0,integer optimal solution,69.0,,0,1,0,2354,206734,0,4268,101,42427,1.1677098274230957,MILP,0,0,0,69.0
{},0,dr_aov_f:11n-52m-Pan-European-COST239_30_9_30_1.0,0,0,5,0,0,0,0,0,0,149,4050,4050,0,0,572.9620704650879,42.0,0,1620,0.0,0,integer optimal solution,42.0,,0,1,0,2430,232560,0,4050,101,69810,0.9234261512756348,MILP,0,0,0,42.0
{},0,dr_ob_m:10n-44m-SmallNet_10_3_28_0.5,28,0,0,21,0,0,19,0,138,1806,1772,1772,0,0,351.3497247695923,32.0,50,10,0.0,0,integer optimal solution,20.583333333333336,,0,3,0,1762,24046,0,1772,101,4745,0.4812018871307373,MILP,0,0,0,32.0
{},0,dr_ob_m:28n-82m-EURO28_30_3_58_0.5,47,0,0,62,0,0,234,0,523,5914,6439,6439,0,0,5318.078704833984,131.0,208,17,0.0,0,integer optimal solution,63.49999999999999,,0,5,0,6422,127488,0,6439,101,25492,3.7198898792266846,MILP,0,0,0,131.0
{},0,dr_bf_f:30n-112m-Spain_100_50_14_1.0,0,0,0,0,0,0,0,0,0,180,3346,3346,0,0,638.4668159484863,49.0,0,1596,0.0,0,integer optimal solution,49.0,,0,0,0,1750,108430,0,3346,101,22491,0.6010448932647705,MILP,0,0,0,49.0
{},0,dr_ob_f:22n-70m-British-telecom_30_9_20_1.0,6,0,0,0,0,0,0,0,0,219,3200,3200,0,0,778.326886177063,60.0,2,1420,0.0,0,integer optimal solution,60.0,,0,0,0,1780,139020,0,3200,101,28670,0.8300778865814209,MILP,0,0,0,60.0
{},0,dr_aov_f:20n-78m-EON20_30_15_14_0.5,14,0,3,17,0,0,1,0,14,234,810,810,0,0,55.84095573425293,22.0,28,400,0.0,0,integer optimal solution,11.083333333333332,,0,32,0,410,9380,0,810,101,2840,0.08878612518310547,MILP,0,0,0,22.0
{},0,dr_aov_f:15n-46m-NSF_30_9_20_1.0,0,0,0,0,0,0,0,0,0,136,2260,2260,0,0,267.7258110046387,42.0,0,960,0.0,0,integer optimal solution,42.0,,0,0,0,1300,91160,0,2260,101,27480,0.3310680389404297,MILP,0,0,0,42.0
{},0,dr_ob_f:14n-42m-NSF_30_3_60_0.5,65,0,1,14,4,0,0,4,39,3241,1957,1957,0,0,2836.9717741012573,86.0,77,817,0.0,0,integer optimal solution,38.0,,0,59,0,1140,75392,0,1957,101,15637,5.8738579750061035,MILP,0,0,0,86.0
{},0,dr_ob_m:20n-78m-EON20_100_30_26_0.5,17,0,0,23,0,0,20,0,108,2266,2908,2908,0,0,430.2125120162964,41.0,63,10,0.0,0,integer optimal solution,28.416666666666668,,0,3,0,2898,42074,0,2908,101,8385,0.7358779907226562,MILP,0,6,0,41.0
{},0,dr_aov_f:20n-62m-ARPANet_100_50_12_0.5,32,0,2,2,0,0,0,5,11,824,384,384,0,0,103.14735317230225,23.0,45,192,0.0,0,integer optimal solution,11.5,,0,29,0,192,2616,0,384,101,810,0.14646005630493164,MILP,0,10,0,23.0
{},0,dr_ob_m:16n-46m-EURO_30_3_56_0.5,25,0,1,26,0,0,66,0,151,3292,3728,3728,0,0,1129.4429340362549,91.0,65,18,0.0,0,integer optimal solution,51.583333333333336,,0,1,0,3710,79278,0,3728,101,15989,2.056251049041748,MILP,0,0,0,91.0
{},0,dr_aov_m:22n-70m-British-telecom_100_50_12_0.5,2,0,3,14,0,0,13,0,73,933,1140,1140,0,0,84.92370510101318,22.0,49,8,0.0,0,integer optimal solution,10.916666666666666,,0,0,0,1132,7016,0,1140,101,1812,0.11955714225769043,MILP,0,23,0,22.0
{},0,dr_aov_m:30n-112m-Spain_30_15_14_1.0,0,0,0,0,0,0,0,0,0,142,3346,3346,0,0,194.17640113830566,41.0,0,28,0.0,0,integer optimal solution,41.0,,0,0,0,3318,108248,0,3346,101,32592,0.20104098320007324,MILP,0,0,0,41.0
{},0,dr_ob_f:16n-46m-EURO_30_3_56_0.2,159,0,23,36,17,0,5,12,54,30579,1133,1133,703,0,2035.6742000579834,86.0,156,517,0.0,0,integer optimal solution,33.857142857142854,,0,159,0,616,27456,0,1133,101,5819,3.3757669925689697,MILP,0,0,0,86.0
{},0,dr_aov_m:10n-44m-SmallNet_10_1_86_0.2,39,0,8,7,2,0,145,0,491,8148,4468,4468,0,0,965.6957101821899,86.0,224,24,0.0,0,integer optimal solution,19.40595238095238,,0,2,0,4444,40968,0,4468,101,10124,1.4807538986206055,MILP,0,0,0,86.0
{},0,dr_ob_m:20n-62m-ARPANet_30_15_12_0.5,0,0,0,4,0,0,8,0,29,694,1008,1008,0,0,76.65545177459717,24.0,14,4,0.0,0,integer optimal solution,15.25,,0,2,0,1004,6220,0,1008,101,1246,0.09476590156555176,MILP,0,14,0,24.0
{},0,dr_bf_f:22n-70m-British-telecom_10_1_62_0.2,299,0,2,29,31,0,0,9,134,106723,1510,1510,2921,0,5663.715724945068,90.0,80,720,0.0,0,integer optimal solution,28.81111111111111,,0,335,0,790,34430,0,1510,101,7285,8.189872026443481,MILP,0,0,0,90.0
{},0,dr_bf_m:14n-46m-Generic-Deutsche-Telekom-DT_30_3_64_1.0,8,0,0,0,0,0,0,0,0,585,10048,10048,0,0,8650.825877189636,144.0,6,128,0.0,0,integer optimal solution,144.00000000000003,,0,2,0,9920,943424,0,10048,101,191456,8.313780069351196,MILP,0,0,0,144.0
{},0,dr_ob_f:21n-72m-Italian_30_3_68_0.5,374,0,9,47,27,6,1,3,60,81757,3652,3652,2942,0,25772.989978790283,129.0,269,1606,0.0,0,integer optimal solution,62.333333333333336,,0,236,0,2046,173162,0,3652,101,35585,53.40951609611511,MILP,0,5,0,129.0
{},0,dr_bf_f:28n-68m-EON_100_30_16_1.0,0,0,0,0,0,0,0,0,0,239,2448,2448,0,0,619.5993709564209,77.0,1,1120,0.0,0,integer optimal solution,77.0,,0,0,0,1328,86256,0,2448,101,18008,0.6096081733703613,MILP,0,0,0,77.0
{},0,dr_ob_m:11n-52m-Pan-European-COST239_30_15_18_0.5,1,0,0,11,1,0,5,0,33,711,1284,1284,0,0,85.67785835266113,21.0,10,6,0.0,0,integer optimal solution,8.833333333333332,,0,2,0,1278,10962,0,1284,101,2097,0.1481790542602539,MILP,0,23,0,21.0
{},0,dr_aov_m:6n-9m-n6s9_10_1_60_1.0,1,0,7,1,0,0,0,0,0,832,5820,5820,0,0,1399.4295320510864,93.0,7,120,0.0,0,integer optimal solution,93.0,,0,0,0,5700,323160,0,5820,101,97140,1.9051690101623535,MILP,0,0,0,93.0
{},0,dr_ob_f:10n-44m-SmallNet_100_50_16_0.2,5,0,0,17,0,0,0,0,16,132,273,273,0,0,17.674443244934082,16.0,10,135,0.0,0,integer optimal solution,4.6571428571428575,,0,32,0,138,1860,0,273,101,435,0.04703116416931152,MILP,0,16,0,16.0
{},0,dr_ob_m:14n-42m-NSF_100_50_12_0.2,0,0,0,16,0,0,12,0,18,175,592,592,0,0,12.959125518798828,13.0,6,2,0.0,0,integer optimal solution,4.285714285714286,,0,0,0,590,2022,0,592,101,341,0.02414107322692871,MILP,0,17,0,13.0
{},0,dr_aov_f:10n-44m-SmallNet_100_10_86_0.2,41,0,2,48,2,0,0,0,86,7377,1560,1560,98,0,1538.367865562439,88.0,31,690,0.0,0,integer optimal solution,22.158730158730158,,0,214,0,870,48900,0,1560,101,14700,2.515727996826172,MILP,0,0,0,88.0
{},0,dr_bf_f:16n-46m-EURO_10_5_10_0.2,16,0,7,2,1,0,3,0,10,365,190,190,0,0,31.81569766998291,15.0,16,96,0.0,0,integer optimal solution,5.666666666666666,,0,20,0,94,838,0,190,101,221,0.057041168212890625,MILP,0,4,0,15.0
{},0,dr_bf_f:14n-46m-Generic-Deutsche-Telekom-DT_30_15_12_1.0,0,0,0,0,0,0,0,0,0,87,1260,1260,0,0,145.1739501953125,27.0,0,576,0.0,0,integer optimal solution,27.0,,0,2,0,684,32748,0,1260,101,6882,0.17449092864990234,MILP,0,0,0,27.0
{},0,dr_bf_m:20n-62m-ARPANet_10_3_20_0.5,26,0,0,43,1,1,29,0,137,2229,1654,1654,0,0,239.48235416412354,41.0,70,12,0.0,0,integer optimal solution,20.0,,0,6,0,1642,13446,0,1654,101,2659,0.31560802459716797,MILP,0,16,0,41.0
{},0,dr_aov_m:28n-68m-EON_10_5_8_0.5,0,0,1,4,0,0,25,0,25,223,760,760,0,0,26.593836784362793,19.0,8,6,0.0,0,integer optimal solution,13.25,,0,0,0,754,3888,0,760,101,1046,0.04122805595397949,MILP,0,10,0,19.0
{},0,dr_ob_f:21n-70m-SpanishTelefonica_10_3_22_0.5,52,0,2,5,12,0,0,3,16,3252,1184,1184,0,0,1151.0514869689941,49.99999999999993,100,568,0.0,0,integer optimal solution,26.416666666666664,,0,50,0,616,21912,0,1184,101,4692,1.8504691123962402,MILP,0,2,0,49.99999999999993
{},0,dr_aov_f:43n-176m-EuroLarge_30_15_16_0.2,67,0,4,2,3,0,0,0,14,4449,1428,1428,0,0,848.3813972473145,28.0,47,712,0.0,0,integer optimal solution,9.219047619047618,,0,82,0,716,13392,0,1428,101,4052,1.3515560626983643,MILP,0,15,0,28.0
{},0,dr_aov_f:16n-46m-EURO_100_30_18_0.2,12,0,6,12,0,0,1,2,16,331,190,190,0,0,20.3936710357666,22.0,17,96,0.0,0,integer optimal solution,6.575,,0,32,0,94,836,0,190,101,266,0.04454803466796875,MILP,0,5,0,22.0
{},0,dr_bf_f:28n-82m-EURO28_10_3_18_0.2,40,0,1,7,8,0,1,3,13,919,676,676,0,0,199.3915147781372,28.0,33,336,0.0,0,integer optimal solution,10.88888888888889,,0,38,0,340,6260,0,676,101,1438,0.2503349781036377,MILP,0,11,0,28.0
{},0,dr_ob_m:11n-52m-Pan-European-COST239_100_30_30_1.0,1,0,0,1,1,0,0,0,0,168,4020,4020,0,0,1095.7700929641724,52.0,10,30,0.0,0,integer optimal solution,52.0,,0,3,0,3990,233370,0,4020,101,47625,1.3299908638000488,MILP,0,0,0,52.0
{},0,dr_ob_m:14n-42m-NSF_100_10_60_0.5,30,0,0,40,0,0,65,0,277,2882,3843,3843,0,0,1357.757001876831,90.99999999999989,144,21,0.0,0,integer optimal solution,54.83333333333333,,0,11,0,3822,97104,0,3843,101,19614,2.9393460750579834,MILP,0,0,0,90.99999999999989
{},0,dr_aov_f:21n-72m-Italian_100_50_12_0.2,20,0,1,6,0,0,0,2,10,558,294,294,0,0,54.360239028930664,19.0,38,148,0.0,0,integer optimal solution,6.1,,0,33,0,146,1304,0,294,101,406,0.08844304084777832,MILP,0,7,0,19.0
{},0,dr_aov_m:11n-52m-Pan-European-COST239_10_1_94_0.2,70,0,3,16,0,0,154,0,631,10265,5992,5992,0,0,1304.0035543441772,97.0,342,32,0.0,0,integer optimal solution,25.161111111111108,,0,4,0,5960,77960,0,5992,101,20618,2.1617801189422607,MILP,0,0,0,97.0
{},0,dr_bf_f:6n-9m-n6s9_10_1_60_1.0,0,0,0,0,0,0,0,0,0,354,5820,5820,0,0,7958.5854024887085,93.0,0,1200,0.0,0,integer optimal solution,93.0,,0,0,0,4620,326700,0,5820,101,67050,4.035987138748169,MILP,0,0,0,93.0
{},0,dr_ob_f:16n-46m-EURO_30_15_10_0.2,13,0,3,6,0,0,1,1,8,373,285,285,0,0,51.80226707458496,16.0,16,141,0.0,0,integer optimal solution,6.65,,0,13,0,144,1944,0,285,101,471,0.0693209171295166,MILP,0,8,0,16.0
{},0,dr_ob_m:11n-52m-Pan-European-COST239_30_9_30_0.5,31,0,0,14,0,0,23,0,184,2030,2180,2180,0,0,384.5301456451416,37.0,103,10,0.0,0,integer optimal solution,20.416666666666668,,0,4,0,2170,28710,0,2180,101,5595,0.6558499336242676,MILP,0,0,0,37.0
{},0,dr_aov_f:24n-86m-UBN24_30_9_22_1.0,0,0,6,0,0,0,0,0,0,268,4290,4290,0,0,563.7293329238892,69.0,2,1936,0.0,0,integer optimal solution,69.0,,0,0,0,2354,206316,0,4290,101,62062,0.8919899463653564,MILP,0,0,0,69.0
{},0,dr_bf_m:15n-46m-NSF_10_3_20_1.0,0,0,0,0,0,0,0,0,0,120,2260,2260,0,0,546.2496118545532,44.0,0,40,0.0,0,integer optimal solution,44.0,,0,0,0,2220,91540,0,2260,101,18930,0.6629688739776611,MILP,0,0,0,44.0
{},0,dr_aov_f:11n-52m-Pan-European-COST239_10_3_30_1.0,0,0,2,0,0,0,0,0,0,141,4050,4050,0,0,602.1158666610718,43.0,0,1620,0.0,0,integer optimal solution,43.0,,0,0,0,2430,232560,0,4050,101,69810,0.9348101615905762,MILP,0,0,0,43.0
{},0,dr_bf_f:10n-44m-SmallNet_100_10_86_0.2,73,0,0,67,3,0,0,0,86,13898,1560,1560,547,0,1940.8933553695679,88.0,47,690,0.0,0,integer optimal solution,22.158730158730158,,0,175,0,870,49110,0,1560,101,10185,4.3605711460113525,MILP,0,0,0,88.0
{},0,dr_aov_m:21n-72m-Italian_100_50_12_0.5,0,0,1,25,0,0,8,0,24,603,1254,1254,0,0,56.84796619415283,24.0,17,10,0.0,0,integer optimal solution,18.249999999999996,,0,0,0,1244,10172,0,1254,101,2782,0.14899897575378418,MILP,0,11,0,24.0
{},0,dr_ob_f:21n-72m-Italian_10_5_12_1.0,0,0,0,0,0,0,0,0,0,128,1872,1872,0,0,319.516339302063,38.0,0,876,0.0,0,integer optimal solution,37.0,,0,0,0,996,51132,0,1872,101,10710,0.43494105339050293,MILP,0,0,0,38.0
{},0,dr_aov_m:14n-46m-Generic-Deutsche-Telekom-DT_10_3_20_1.0,0,0,0,0,0,0,0,0,0,121,2260,2260,0,0,228.36239051818848,41.0,0,40,0.0,0,integer optimal solution,41.0,,0,0,0,2220,91160,0,2260,101,27460,0.2779099941253662,MILP,0,0,0,41.0
{},0,dr_ob_f:22n-70m-British-telecom_10_1_62_0.2,279,0,4,39,13,1,1,7,113,94138,1500,1500,2901,0,5319.720427513123,90.0,84,710,0.0,0,integer optimal solution,28.81111111111111,,0,274,0,790,34410,0,1500,101,7285,7.4113688468933105,MILP,0,0,0,90.0
